category_slug,name,price,image_name,description
velos,"Vélo Pliant Compact de Voyage",120000,velo4.jpg,"Idéal pour le transport et les petits espaces, ce vélo se plie en quelques secondes pour vous accompagner partout de manière ultra-pratique."
velos,"Vélo Enfant Junior Évolution (6-10 ans)",45000,velo5.jpg,"Vélo robuste et sécurisé avec stabilisateurs amovibles et freins adaptés aux petites mains, idéal pour l'apprentissage."
vetements-femme,"Robe de Soirée Élégante en Satin",35000,femme0.jpg,"Magnifique robe longue fluide en satin brillant, coupe ajustée et finitions délicates, idéale pour les grands événements et soirées de gala à Lomé."
vetements-femme,"Ensemble Tailleur Veste et Pantalon Chic",45000,femme1.png,"Tailleur moderne et structuré comprenant une veste cintrée et un pantalon droit, parfait pour un style professionnel raffiné et confiant."
vetements-femme,"Blouse en Mousseline Légère à Volants",15000,femme2.png,"Haut féminin et vaporeux orné de discrets volants, idéal pour une tenue de bureau ou une sortie décontractée en saison chaude."
vetements-femme,"Jupe Plissée Midi Tendance",18000,femme3.jpg,"Jupe mi-longue au plissé permanent parfait, dotée d'une taille élastiquée confortable pour une allure élégante au quotidien."
vetements-femme,"Combinaison Pantalon Fluide Moderne",28000,femme4.jpg,"Combinaison élégante avec ceinture assortie pour souligner la taille, un look chic et tout-en-un pour les sorties et cérémonies."
vetements-femme,"Gilet Cardigan en Maille Douce",22000,femme5.jpeg,"Gilet ouvert confortable et chaud, parfait pour compléter une tenue avec style lors des soirées fraîches ou en bureau climatisé."
vetements-homme,"Costume Slim Fit Élégant 3 Pièces",75000,homme0.jpg,"Un costume complet raffiné comprenant veste, gilet et pantalon ajustés, conçu pour les mariages, grandes cérémonies et rendez-vous d'affaires."
vetements-homme,"Chemise Habillée en Coton Blanc",18000,homme1.png,"Chemise classique à manches longues en coton de qualité supérieure, coupe impeccable pour un look professionnel ou de soirée."
vetements-homme,"Pantalon Chino Ajusté Casual (Beige)",22000,homme2.png,"Pantalon en toile de coton extensible offrant un confort idéal et une allure élégante décontractée pour le quotidien."
vetements-homme,"Veste en Jean Indigo Intemporelle",25000,homme3.jpg,"Veste en denim robuste et stylée, une pièce incontournable pour compléter une tenue streetwear moderne avec caractère."
vetements-homme,"Polo Sport Chic en Maille Piquée",14000,homme4.jpg,"Polo à manches courtes avec col boutonné classique, alliant confort respirant et élégance sobre pour les sorties."
vetements-homme,"Sweat à Capuche Confort Urbain (Gris)",20000,homme5.jpg,"Sweatshirt doux avec poche kangourou et cordon de serrage, idéal pour un style décontracté au quotidien ou les moments de détente."
